category,to_geocode,google_maps_address,latitude,longitude,electricity_kwh_2014,electricity_kwh_2015,electricity_kwh_2016,electricity_kwh_2017,electricity_kwh_2018,gas_kwh_2014,gas_kwh_2015,gas_kwh_2016,gas_kwh_2017,gas_kwh_2018
Office Building,city of dublin education & training board Dublin 4 ireland,,,,90269.03,86549.88428571427,89165.09142857142,81406.49428571427,87986.42857142857,52546.732,51279.422,72586.464,77916.746,98133.992
Education Building,city of dublin education & training board Dublin 4 ireland,,,,90269.03,86549.88428571427,89165.09142857142,81406.49428571427,87986.42857142857,52546.732,51279.422,72586.464,77916.746,98133.992
Education Building,city of dublin education & training board Dublin 4 ireland,,,,90269.03,86549.88428571427,89165.09142857142,81406.49428571427,87986.42857142857,52546.732,51279.422,72586.464,77916.746,98133.992
Education Building,city of dublin education & training board Dublin 5 ireland,,,,76033.01,67726.515,61105.0,59048.5,55536.0,133860.8575,158733.5075,162971.7825,143862.9125,194850.49
Education Building,city of dublin education & training board Dublin 5 ireland,,,,76033.01,67726.515,61105.0,59048.5,55536.0,133860.8575,158733.5075,162971.7825,143862.9125,194850.49
Education Building,city of dublin education & training board Dublin 5 ireland,,,,76033.01,67726.515,61105.0,59048.5,55536.0,133860.8575,158733.5075,162971.7825,143862.9125,194850.49
Education Building,city of dublin education & training board Dublin 5 ireland,,,,76033.01,67726.515,61105.0,59048.5,55536.0,133860.8575,158733.5075,162971.7825,143862.9125,194850.49
Education Building,city of dublin education & training board Dublin 5 ireland,,,,76033.01,67726.515,61105.0,59048.5,55536.0,133860.8575,158733.5075,162971.7825,143862.9125,194850.49
Other Building,city of dublin education & training board Dublin 6 ireland,,,,36116.00714285715,37240.93571428571,34776.99857142857,33029.71428571428,37697.42857142857,44716.65,24830.48,4739.56,4929.88,6024.005
Education Building,city of dublin education & training board Dublin 6 ireland,,,,36116.00714285715,37240.93571428571,34776.99857142857,33029.71428571428,37697.42857142857,44716.65,24830.48,4739.56,4929.88,6024.005
Education Building,city of dublin education & training board Dublin 6 ireland,,,,36116.00714285715,37240.93571428571,34776.99857142857,33029.71428571428,37697.42857142857,44716.65,24830.48,4739.56,4929.88,6024.005
Healthcare Building,city of dublin education & training board Dublin 6 ireland,,,,36116.00714285715,37240.93571428571,34776.99857142857,33029.71428571428,37697.42857142857,44716.65,24830.48,4739.56,4929.88,6024.005
Education Building,city of dublin education & training board Dublin 6 ireland,,,,36116.00714285715,37240.93571428571,34776.99857142857,33029.71428571428,37697.42857142857,44716.65,24830.48,4739.56,4929.88,6024.005
Education Building,city of dublin education & training board Dublin 6 ireland,,,,36116.00714285715,37240.93571428571,34776.99857142857,33029.71428571428,37697.42857142857,44716.65,24830.48,4739.56,4929.88,6024.005
Education Building,city of dublin education & training board Dublin 6W ireland,"Terenure, Dublin 6W, Co. Dublin, Ireland",53.3084522,-6.3011577,,,,,,95345.30666666669,93382.55333333332,84500.26333333334,84486.73333333332,88307.00333333334
Education Building,city of dublin education & training board Dublin 7 ireland,,,,72389.33666666667,68796.67666666667,69451.0,67725.33333333333,69713.66666666667,39768.73,48071.19,27372.995,35868.93,45008.9
Education Building,city of dublin education & training board Dublin 7 ireland,,,,72389.33666666667,68796.67666666667,69451.0,67725.33333333333,69713.66666666667,39768.73,48071.19,27372.995,35868.93,45008.9
Education Building,city of dublin education & training board Dublin 7 ireland,,,,72389.33666666667,68796.67666666667,69451.0,67725.33333333333,69713.66666666667,39768.73,48071.19,27372.995,35868.93,45008.9
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Other Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Other Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Education Building,city of dublin education & training board Dublin 8 ireland,,,,84629.26375000001,86125.76375,84061.12,81665.8775,86815.125,135096.328,136253.774,122657.928,122116.008,140483.974
Other Building,city of dublin education & training board Dublin 9 ireland,,,,104813.29,105809.352,81134.762,78572.696,88981.4,33637.3825,-4130.035,55458.5675,27805.0525,24466.5275
Other Building,city of dublin education & training board Dublin 9 ireland,,,,104813.29,105809.352,81134.762,78572.696,88981.4,33637.3825,-4130.035,55458.5675,27805.0525,24466.5275
Education Building,city of dublin education & training board Dublin 9 ireland,,,,104813.29,105809.352,81134.762,78572.696,88981.4,33637.3825,-4130.035,55458.5675,27805.0525,24466.5275
Education Building,city of dublin education & training board Dublin 9 ireland,,,,104813.29,105809.352,81134.762,78572.696,88981.4,33637.3825,-4130.035,55458.5675,27805.0525,24466.5275
Education Building,city of dublin education & training board Dublin 9 ireland,,,,104813.29,105809.352,81134.762,78572.696,88981.4,33637.3825,-4130.035,55458.5675,27805.0525,24466.5275
Education Building,city of dublin education & training board Dublin 9 ireland,,,,104813.29,105809.352,81134.762,78572.696,88981.4,33637.3825,-4130.035,55458.5675,27805.0525,24466.5275
Education Building,city quay boys n s Dublin 2 ireland,"Gloucester St S, Dublin Docklands, Dublin 2, Ireland",53.3466957,-6.2509863,23323.0,26016.0,25789.0,0.0,0.0,,,,,
Education Building,city west educate together national school Co. Dublin ireland,,,,0.0,55300.0,62597.5,,,24996.9,39612.455,60139.6,0.0,0.0
Education Building,city west educate together national school Co. Dublin ireland,,,,0.0,55300.0,62597.5,,,24996.9,39612.455,60139.6,0.0,0.0
Education Building,clochar loreto n s Dublin 14 ireland,"Grange Rd, Rathfarnham, Dublin 14, Ireland",53.2913714,-6.2789352,53619.01,57279.01,65771.01,56311.0,70230.0,137098.59,157141.93,130928.01,147779.17,187654.79
Education Building,clochar lughaidh cailin Dublin 6W ireland,,,,74950.02,71149.99,68049.99,79100.0,82150.0,257072.71,285839.29,289609.65,277717.68,318293.25
Education Building,clochar san dominic Co. Dublin ireland,,,,23734.0,23810.0,29934.0,30150.0,30900.0,60276.15,59176.61,55495.55,54348.21,78973.71
Education Building,clonkeen college Co. Dublin ireland,"Clonkeen Rd, Deansgrange, Blackrock, Co. Dublin, Ireland",53.2698715,-6.1571744,104143.01,104126.84,229789.58,229283.5,159692.0,62938.855,66463.42,92480.71,187796.4,125786.605
Education Building,clonkeen college Co. Dublin ireland,"Clonkeen Rd, Deansgrange, Blackrock, Co. Dublin, Ireland",53.2698715,-6.1571744,104143.01,104126.84,229789.58,229283.5,159692.0,62938.855,66463.42,92480.71,187796.4,125786.605
Education Building,cnoc mhuire senior school Dublin 24 ireland,"Knockmore Ave, Killinardan, Dublin, Ireland",53.27559309999999,-6.3919739,55977.01,52330.0,45992.0,47220.0,42980.0,122609.76,122329.24,127720.49,123277.24,127995.6
Education Building,cnoc mhuire senior school Dublin 24 ireland,"Knockmore Ave, Killinardan, Dublin, Ireland",53.27559309999999,-6.3919739,55977.01,52330.0,45992.0,47220.0,42980.0,122609.76,122329.24,127720.49,123277.24,127995.6
Other Building,coillte teoranta Co. Dublin ireland,,,,0.0,5462.0,5480.0,5483.0,5517.0,,,,,
Office Building,coillte teoranta Dublin 17 ireland,"Priorswood, Dublin 17, Ireland",53.400454,-6.2057418,8265.01,55059.02,47457.0,0.0,0.0,,,,,
Education Building,colaiste bride Dublin 22 ireland,"22 New Rd, Bushelloaf, Clondalkin, Co. Dublin, D22 C6Y2, Ireland",53.3181446,-6.3897491,202450.02,200600.05,180200.02,193249.97,180250.0,557002.14,477859.76,467052.89,452150.95,543041.88
Office Building,colaiste choilm Co. Dublin ireland,"Dublin Rd Dublin Rd, Miltonsfields, Swords, Co. Dublin, K67 CX99, Ireland",53.45253109999999,-6.2249102,118960.01,115140.01,109840.0,99200.0,102940.0,115290.03,131109.31,136118.11,144370.51,175158.48
Education Building,colaiste choilm Co. Dublin ireland,"Dublin Rd Dublin Rd, Miltonsfields, Swords, Co. Dublin, K67 CX99, Ireland",53.45253109999999,-6.2249102,118960.01,115140.01,109840.0,99200.0,102940.0,115290.03,131109.31,136118.11,144370.51,175158.48
Education Building,colaiste eanna Dublin 16 ireland,"Hillside Park, Ballyroan Road, Ballyroan, Rathfarnham, Dublin 16, D16 E248, Ireland",53.2859957,-6.2962697,142449.0,128549.0,147201.0,144800.0,132999.0,165663.12,236524.24,184676.38,252393.13,190706.25
Education Building,colaiste ghlor na mara Co. Dublin ireland,"Naul Rd, Clogheder, Balbriggan, Co. Dublin, Ireland",53.607046,-6.2076958,0.0,24059.5,25839.1,0.0,0.0,,,,,
Education Building,colaiste ghlor na mara Co. Dublin ireland,"Naul Rd, Clogheder, Balbriggan, Co. Dublin, Ireland",53.607046,-6.2076958,0.0,24059.5,25839.1,0.0,0.0,,,,,
Education Building,colaiste iosagain Co. Dublin ireland,"Stillorgan Rd, Booterstown, Co. Dublin, Ireland",53.3020994,-6.2063058,150750.0,157300.0,207399.98,154149.98,140151.0,295066.75,320202.78,317445.37,393304.47,338669.43
Education Building,colaiste mhuire Dublin 7 ireland,"7 Ratoath Rd, Cabra West, Dublin, D07 CY97, Ireland",53.3621764,-6.2979091,63650.01,63050.01,65750.0,64500.0,64250.0,68341.83,73216.24,56185.58,64037.49,77367.25
Other Building,colaiste mhuire Dublin 8 ireland,,,,,,,,,1838.28,0.0,6731.63,-1159.97,1486.5
Education Building,colaiste phadraig cbs Co. Dublin ireland,"Roselawn, Ballydowd, Lucan, Co. Dublin, Ireland",53.3568794,-6.432607,151650.02,146300.03,146800.0,126899.99,176148.0,262450.43,269362.46,258137.07,338566.6,421218.67
Office Building,commission for aviation regulation Dublin 2 ireland,"Earlsfort Centre, 6 Earlsfort Terrace, Saint Kevin's, Dublin, Ireland",53.3344536,-6.2574795,27570.21,26346.885,26751.985,23730.365,25450.62,87124.77,115572.02,113685.86,119908.8,121191.55
Office Building,commission for aviation regulation Dublin 2 ireland,"Earlsfort Centre, 6 Earlsfort Terrace, Saint Kevin's, Dublin, Ireland",53.3344536,-6.2574795,27570.21,26346.885,26751.985,23730.365,25450.62,87124.77,115572.02,113685.86,119908.8,121191.55
Office Building,commission for aviation regulation Dublin 2 ireland,"Earlsfort Centre, 6 Earlsfort Terrace, Saint Kevin's, Dublin, Ireland",53.3344536,-6.2574795,27570.21,26346.885,26751.985,23730.365,25450.62,87124.77,115572.02,113685.86,119908.8,121191.55
Office Building,commission for communications regulation Dublin 1 ireland,"Dockland Central, 1 Guild St, Dublin Docklands, Dublin, D01 E4X0, Ireland",53.3483162,-6.2412724,58050.976,58685.71,60528.346,56374.15,55569.2,,,,,
Office Building,commission for communications regulation Dublin 1 ireland,"Dockland Central, 1 Guild St, Dublin Docklands, Dublin, D01 E4X0, Ireland",53.3483162,-6.2412724,58050.976,58685.71,60528.346,56374.15,55569.2,,,,,
Office Building,commission for railway regulation Co. Dublin ireland,"Temple House, Temple Rd, Blackrock, Co. Dublin, Ireland",53.2992807,-6.1747628,27065.055,25273.805,24542.56,11221.56,6530.125,,,,,
Office Building,commission for railway regulation Co. Dublin ireland,"Temple House, Temple Rd, Blackrock, Co. Dublin, Ireland",53.2992807,-6.1747628,27065.055,25273.805,24542.56,11221.56,6530.125,,,,,
Office Building,commission for the regulation of utilities Dublin 24 ireland,"The Exchange, Belgard Square North, Cookstown, Dublin 24, Ireland",53.2895189,-6.3745905,41287.515,39450.015,43849.9975,44275.0,43462.5,,,,,
Office Building,commissioners of irish lights Co. Dublin ireland,"Commissioners of Irish Lights, Harbour Road, Dún Laoghaire, Dun Laoghaire, Co. Dublin, Ireland",53.296741,-6.139118,796378.0,726537.35,738875.39,758152.47,744592.72,406859.73,254639.45,226254.48,215124.67,274164.11
Office Building,companies registration office & registrar of friendly societies Co. Dublin ireland,,,,14075.0,13250.0,24425.0,72675.0,96825.0,,,,,
Office Building,companies registration office & registrar of friendly societies Co. Dublin ireland,,,,14075.0,13250.0,24425.0,72675.0,96825.0,,,,,
